perturbation,n_cells,phase_chi2_pvalue,s_score_diff,g2m_score_diff,diagnostic_status
HTATSF1,96,0.23536640517079635,-0.016829042723671726,-0.007560158797143071,ok
HUS1,201,0.0010347707710590514,-0.024705392133161776,0.043236828360817124,ok
HUWE1,94,0.7039785185324189,-0.0022690003434412253,0.011308032544700884,ok
HYOU1,37,0.7063500365100468,-0.01976505669450506,0.01985371714429835,ok
HYPK,121,9.207473470129563e-06,-0.03727650462442242,-0.022201019061247756,ok
IARS,58,0.024027682899211634,0.016468729802046667,-0.08150873317760285,ok
IARS2,216,0.0014115965362477012,0.00817641266012457,-0.051681950930013446,ok
ICE1,429,2.7586294833441526e-07,-0.0503998775536659,-0.008816978078261963,ok
IFITM2,150,0.6195822012909122,0.006664687275494942,-0.0028822243787430812,ok
IFITM3,20,0.6157783217886517,-0.010439911244505055,-0.037068912063809745,ok
IGBP1,281,3.49866713260981e-13,-0.06935003014183602,0.04736787337707995,ok
IK,289,0.010147897530535799,-0.01580830773415904,-0.025089817280280327,ok
ILF2,56,0.14996447578797467,-0.0032528486998622055,-0.03143120335666688,ok
ILF3,138,0.30560623229385275,0.0379928016190819,-0.0049552634225054,ok
IMP3,27,0.5895058680361651,-0.0377484147315421,-0.057130993204550486,ok
IMP4,164,2.2747030668970102e-10,-0.032377934511578235,-0.11745738913880974,ok
IMPDH2,77,0.7004202353784119,0.05525392248757286,0.010153705503722736,ok
INCENP,59,0.0011688742763415346,-0.061243410160606755,0.020035907273478377,ok
ING3,65,0.278659361876103,-0.00924595429450506,-0.023433810254578975,ok
INO80,151,0.34328485715776813,-0.007881549817683863,-0.0005454098353329245,ok
INO80B,116,0.19497174125187813,0.01219712472265011,-0.0347240878582925,ok
INTS1,211,0.29401111701945004,0.012367344817725744,-0.012536621796511167,ok
INTS2,354,2.8926871846525784e-181,-0.2079169209426971,-0.14207740626324475,ok
INTS3,106,0.09727866491924687,-0.018794757952995626,-0.004990835093998419,ok
INTS4,48,7.115494984831181e-07,-0.1010222767153384,-0.01862932962005974,ok
INTS5,64,2.275950059447853e-16,-0.12273077136638005,-0.11404291080912224,ok
INTS6,146,0.17848908297687313,-0.014922638315737936,-0.013819687567919327,ok
INTS7,79,4.1270582535171816e-17,-0.10827797484640378,-0.07986138537646797,ok
INTS8,323,1.2710766467850301e-114,-0.13991502402205924,-0.12339939306164255,ok
INTS9,229,4.4616198917214185e-13,-0.08596766277048759,-0.013887709220752976,ok
IPO11,72,0.8763689530527543,-0.015538103994505061,-0.012147896873531967,ok
IPO13,51,0.7097614894166996,-0.02493869851803447,0.0007683430440333858,ok
IPO7,75,0.932015715331706,-0.007830490561171726,-0.0018524249958097455,ok
IPO9,187,0.42774799719275025,2.9493137580504508e-05,-0.007162674057927393,ok
ISCA2,232,0.6113333458473298,0.0021229423993311507,-0.015140671475878699,ok
ISCU,58,0.13340024908728143,-0.05461089586691885,-0.009282977412085607,ok
ISG20L2,73,0.007941302134077165,0.006160445319193568,-0.0841857130391522,ok
ISY1,30,0.16253429907458372,-0.051755833227838395,-0.05234044734047641,ok
JAZF1,209,0.028159921850220815,-0.018406852188428507,-0.013552694753761897,ok
JMJD6,193,0.807544547202031,0.007884333253681469,0.004076688585413053,ok
KANSL1,51,0.15623359462822786,-0.03585165869450506,0.05039555957736671,ok
KANSL2,158,0.02525137430072921,-0.0022290825286822736,0.05559488145138015,ok
KANSL3,187,0.15301051203402713,-0.002767744712312545,0.052428498189131444,ok
KARS,59,0.13321671732807708,-0.022252595426708453,0.012078422527715689,ok
KAT5,118,0.48245769614733514,0.00979540961617291,-0.0067320761400809295,ok
KAT8,287,0.21482307906681972,0.022766924214414806,0.0518879744616258,ok
KATNB1,178,0.4264422332314456,-0.006600042074280339,0.005525602123437459,ok
KCMF1,154,0.3191238656752838,0.01654509849575468,-0.010014504524134417,ok
KCNA10,147,0.15100986944369352,0.021694708816447313,-0.02498708277673491,ok
KCTD10,76,2.7634701560745888e-11,-0.07443397304187348,-0.04544212178880974,ok
KDM2A,117,0.6197735401457366,-0.005042281680231558,0.015011809970378272,ok
KDM8,56,0.29478593543497683,-0.002713485915219343,0.04393302137369024,ok
KIAA1143,198,0.18789731055140443,0.019938960840848473,-0.015511935325930953,ok
KIF11,974,0.18975534263398813,-0.012244900846979392,-0.0031041825841331486,ok
KIF14,118,0.04804389517288136,-0.01916298036848811,-0.003310160508724999,ok
KIF18A,47,0.1114632043580378,0.007585294262941758,0.01686298541916898,ok
KIF18B,122,0.5808978190315,-0.01375265857975096,-0.020471720290039252,ok
KIF20A,96,0.07029953361976772,-0.023409442642421726,0.005469275643481923,ok
KIF23,87,0.002079159459484901,-0.05889663775427517,-0.0007349551339246863,ok
KIF4A,129,0.3474417767531136,-0.02487885498830351,0.004264373970298788,ok
KIN,160,0.01868733784453611,-0.04054818198013006,0.005650685179440257,ok
KLC2,127,0.4307337296976683,-0.005683275371670413,0.025701739078709908,ok
KLF7,173,0.743082891487709,-0.002400041237857666,-0.0011584861112085773,ok
KLHL11,125,0.8457170312016835,0.011570933751894934,-0.0028453257902097406,ok
KPNA6,78,0.11983782229501888,-0.024977153750915318,-0.0038308358932969133,ok
KPNB1,366,4.9459377613324937e-14,-0.06373635524983293,-0.024113529289766025,ok
KRI1,52,0.00326650734784142,0.008358388725302628,-0.09911921160938666,ok
KRR1,449,7.571683344570413e-29,-0.03786157055775673,-0.1007283700793554,ok
KRT10,182,0.7986575440751366,-0.0035790427747248357,0.003724937936300139,ok
KRT17,85,0.3710671936962329,-0.008050577254505059,0.010952807889131444,ok
KRT8,347,0.3456211519795057,-0.001979359080153474,0.013712162529562012,ok
KRTAP4-2,132,0.6797017005093535,0.006087322749434333,-0.011901169597143081,ok
KRTAP4-7,168,0.7253061771339484,0.004993417673738992,0.005383388657023584,ok
KTI12,52,0.21136515903327446,-0.00871016490604352,-0.029399111631117438,ok
KXD1,101,0.24784296811438758,-0.02561013764450506,0.01642732737777442,ok
LAMTOR2,66,0.019402700287143897,-0.06324838837086869,0.013641142333159932,ok
LAMTOR3,40,0.0013769982257198496,-0.03155603236850506,0.04515967621119026,ok
LAMTOR4,136,0.6996220045362767,0.01774587758270082,-0.02853470717925092,ok
LARS,100,0.0027093166459626187,-0.023578657236505055,-0.0013738387644097322,ok
LARS2,149,0.11559308264848914,0.014883497697441246,-0.03486259365844061,ok
LAS1L,83,0.018384093825908072,0.005410151166940724,-0.044076293760195284,ok
LCE1C,157,0.4422428764104356,0.02082807212969876,-0.0233394643431728,ok
LCE1E,123,0.020598291501010862,-0.014898639922147338,-0.03603476256242763,ok
LCN10,81,0.7672634484557228,-0.02297192727104827,0.01165003682507914,ok
LENG8,121,0.20924856484911428,0.018332100853428818,-0.04399785173488412,ok
LETM1,124,0.12132592833943268,-0.016742186546924418,-0.0054840061476807075,ok
LIMS1,287,0.00013212951753309627,-0.019481573880323875,0.04343371045396029,ok
LIN52,13,0.007421174536072733,-0.0655705652329666,-0.10647898462534819,ok
LIN54,306,0.08624303561096285,0.012553924774122392,-0.015565367732763992,ok
LONP1,128,0.15666772887843838,-0.008314463836614432,-0.03317261774701287,ok
LPA,119,0.2006704161704565,0.020195101697931907,-0.018155519036078656,ok
LRPPRC,110,0.4771606659101537,0.011078415254040394,-0.026846124187718836,ok
LRR1,122,0.9793916769870102,0.0008129649530359238,-0.012993456247006464,ok
LRRC37A3,114,0.6332808850534821,-0.02279083305590857,0.015410903948470965,ok
LRRC37B,109,0.855665178654344,-0.01360263156606469,0.006282208196740725,ok
LSG1,116,0.0005436369003076829,-0.011261851606746436,-0.0839514252732925,ok
LSM10,135,0.10435639126605696,0.03116738351201346,-0.00733850696825418,ok
LSM11,130,0.39260166497087184,0.01834995629241802,-0.028681656009963592,ok
LSM12,63,0.9884937083365866,0.009104627543590177,0.015886010940952176,ok
LSM2,357,7.308904213669629e-15,-0.08760286028246025,0.013831305217422755,ok
LSM3,74,0.022341036688209557,-0.049584770445856415,0.01058442293483891,ok
LSM4,84,0.13610549754175788,-0.04581823687188601,-0.022145442940000218,ok
LSM5,202,0.18385136515635464,-0.028023128015594166,-0.009692218962819646,ok
LSM6,461,5.670055041727118e-29,-0.10536138610549639,-0.014609298348863972,ok
LSM7,140,3.198979619854528e-05,-0.060821725039790775,-0.024350687791666884,ok
LST1,149,0.07458703155222722,-0.019245327720008414,0.0351013282482708,ok
LTB4R2,188,0.07307454237646593,0.005975359165867281,0.02322923184331791,ok
LTBP3,157,0.5811475114928375,-0.01602008212698914,0.003594828772368608,ok
LTV1,318,4.783385964250866e-18,-0.0424733702923038,-0.09695086904072797,ok
LUC7L3,45,0.8983115760867405,0.05637444320327271,0.024218412620634698,ok
LURAP1,71,0.6949605333289604,-0.01206351013732196,-0.0045687976328238275,ok
LYRM4,70,0.03656761792597214,0.037523837014066384,-0.05643940119380974,ok
MAD2L1,154,0.1293125302820373,0.0030253953271183187,-0.012379974023355195,ok
MAD2L2,200,0.8781502976950482,-0.008138861700005062,0.0002424287581902565,ok
MAGOH,242,0.04576835648740674,-0.01699203987591002,-0.005740481395627932,ok
MAK16,213,1.971741772661716e-09,-0.03917220738417643,-0.06908177625442008,ok
MANF,142,0.5495508436366148,0.011083418323100575,-0.009514885211697063,ok
MARS,89,7.496619890123844e-12,-0.055257423887763495,-0.07126880672897828,ok
MARS2,75,0.8367412645504159,-0.005701205305171724,-0.005877420877143075,ok
MASTL,112,0.7744115250970571,-0.015350711190219347,0.011365383790654549,ok
MAT2A,52,0.10991643575135791,-0.033605399517581985,-0.04990829407919436,ok
MAU2,66,0.4844566629270932,0.0072936592185252405,-0.0033214452532036864,ok
MAX,180,0.010997373010501651,4.9809162717157074e-05,0.032489719603079135,ok
MBTPS1,68,0.3618221637535266,0.016780290533436125,-0.0351621904327068,ok
MBTPS2,214,0.5903375399852375,0.006016339886803352,-0.010173706037174227,ok
MCL1,86,0.6848823695096871,0.003253908947355409,-0.011528880717298115,ok
MCM10,219,0.016322899870257982,0.009659513652070281,0.03191903742418111,ok
MCM2,123,3.323500358952442e-08,-0.051526024583854656,0.06890738747521463,ok
MCM3,124,0.029377348383563134,-0.009652797978464737,0.03262538400707738,ok
MCM3AP,105,0.038649267036772295,0.0048513184212092275,-0.038660114578095456,ok
MCM4,87,0.25930649122418636,0.012055667190552406,0.027430449395960378,ok
MCM5,90,0.044371624609832586,-0.005936964104171721,0.039655123966190274,ok
MCM6,102,0.002181912385662265,-0.042822278026563895,0.02806677633324909,ok
MCM7,160,0.11056995491494902,-0.005249622964380059,-0.008329447662059744,ok
MCMBP,145,0.01905042819157797,-0.036154616973815404,-0.0048592656466373355,ok
MCRS1,71,0.6583478335824051,-0.012529501356476888,0.023631631767176177,ok
MDN1,84,0.013447620022823459,0.02186075986859018,-0.06567627222690497,ok
MED1,254,1.7834570070115677e-20,-0.04087892475820584,-0.019549965342156205,ok
MED10,516,0.005078430428593071,0.0028045627177623843,0.043151242105918926,ok
MED11,237,0.0010169427510804791,0.002009296575874689,0.024674060409607977,ok
MED12,573,5.721446486386039e-102,-0.09602103304822232,-0.028570524085275713,ok
MED14,117,3.1754113636747472e-06,-0.03252620501416317,-0.015903109841587527,ok
MED17,151,3.4428814501912525e-20,-0.058969959347485196,-0.014724311947253446,ok
MED18,20,0.09560487399440126,0.004768849400494938,0.09165540478619025,ok
MED19,544,2.0679063914801717e-37,-0.043761706840828585,0.022524523004940268,ok
MED20,80,0.566606986209691,0.004973586194869938,0.03827366182244026,ok
MED21,63,1.812334237284899e-08,-0.0685312143341876,-0.02895462219396848,ok
MED22,289,6.276473521709164e-20,-0.061718154773397794,-0.0034983331041557597,ok
MED26,105,0.46454239995813074,0.014817593427399703,0.030692225358095022,ok
MED27,19,0.08489114205485451,-0.015903475436610328,0.11679577987829554,ok
MED28,73,0.004516988699465674,-0.016552445809573553,0.020187340522491624,ok
MED29,93,0.029382688976605374,0.0021632473442046198,0.027956297622211766,ok
MED30,288,9.072880650397456e-43,-0.07054377477783841,0.0043242974191069275,ok
MED31,38,0.7059356511013439,0.024555813937073886,0.04213503243092711,ok
MED4,66,9.1676979804946e-08,-0.02262584179435355,-0.0384165405153249,ok
MED6,246,1.0848748038908932e-10,-0.03408764466320424,0.022261265416393512,ok
MED7,272,1.1090313156057695e-34,-0.07257322915737272,-0.03402828149594209,ok
MED8,112,0.008557782670699144,0.0034283834662092207,0.01891037437101168,ok
MED9,119,2.384725241239837e-24,-0.06948740017349667,-0.06271560270750723,ok
MEPCE,127,0.5146426262025137,0.020299186558250852,0.00355069902516663,ok
METAP1,102,0.7807702334975312,-0.019830308976858,-0.0019755871030254224,ok
METAP2,161,0.6180774021176306,-0.010404356203200713,-0.020332442354492972,ok
METTL1,208,0.08406778947348262,-0.01412021757383198,0.01568216223859411,ok
METTL14,121,0.93727657587866,0.001525832903015601,-0.020983670819181646,ok
METTL16,42,0.9658982360545189,-0.00819134862307649,0.003138305512380736,ok
METTL17,122,0.9177152235921142,-0.004548426687537847,-0.010500838381842528,ok
METTL23,114,0.08972032160598835,0.03448022915637214,-0.004993619540651847,ok
METTL3,138,0.38703635684872184,-0.01815821442059201,-0.008486788642795257,ok
MEX3A,171,0.9213457358378373,0.004498717775284412,0.009119757731336449,ok
MFAP1,197,2.695557937883787e-17,-0.09109870876384515,-0.03380511715416507,ok
MFN2,135,0.5252720640313933,0.0032084551329023513,0.010488085520338399,ok
MICOS10,87,0.5086867776278906,-0.025511907556574023,-0.023989750912085602,ok
MIOS,163,0.0017347951258905965,-0.002419586111682968,-0.02680869808344164,ok
MIPEP,90,0.6863738569346414,0.0006193999426060484,-0.021700095435587513,ok
MIS12,82,0.4482647031639706,-0.037768331994261155,-0.013287863625151206,ok
MIS18A,129,0.49146218097761996,-0.005215271823574829,-0.018701737101019043,ok
MIS18BP1,107,0.7618043179180664,-0.01770559290478543,-0.02338154652736114,ok
MKRN1,160,0.7781076496236335,-0.0005976531970050582,0.009975520243065257,ok
MLST8,78,0.631625313177902,0.023281315529853915,-0.0032406681061174364,ok
MMGT1,183,0.14159702293001128,0.0016230772003036804,0.015560926852037242,ok
MMS19,129,0.0621012349130199,0.03505120758999107,-0.03369230108784074,ok
MMS22L,57,0.05324287325239202,0.03298628851953004,0.022868258509874458,ok
MNAT1,85,0.9207938986910276,0.0024111951537302383,0.004730821312660852,ok
MOB4,118,0.4934662693132458,0.021416740722444094,0.022305937182800446,ok
MOCS3,118,0.33458692586311833,-0.004123228532640652,-0.004075369459572459,ok
MOG,124,0.12036284178641632,0.030516070386140105,-0.002197942328325868,ok
MOK,123,0.23899377042853362,-0.015723798138114815,0.0348358720413122,ok
MPHOSPH10,43,0.005106121608541506,-0.01936382432938878,-0.1121428972079958,ok
MRGBP,74,0.4690041757806811,0.04606095604333279,-0.025238397102998928,ok
MRPL1,165,0.04935344550008367,-0.021338415031474756,-0.024866330035324898,ok
MRPL10,102,0.2273244436131084,-0.017625605794014863,-0.013390014088319545,ok
MRPL13,87,0.0015197175164511024,-0.03579245903933265,-0.016254576007143078,ok
MRPL14,211,0.4126047989584233,-0.0087576043063534,-0.009335001408359501,ok
MRPL15,46,0.6878271320460781,0.003672355818538413,-0.0065082231703314924,ok
MRPL16,85,0.29019958202877244,0.0028058785372596477,-0.017034183541456804,ok
MRPL17,99,0.04808222399811714,-0.020454176913696977,-0.02019872116714308,ok
MRPL18,180,0.02861734610171351,0.013520154187994942,-0.02803781821869863,ok
MRPL19,192,2.7434762076923195e-05,-0.02750761003528631,-0.025660236472143074,ok
MRPL2,147,0.904684841863945,-0.005629249753416624,-0.010003882544081848,ok
MRPL20,120,0.055302245218855364,-0.02699557018450506,0.03486867887535692,ok
MRPL21,14,0.06360552242613464,-0.10191686619450505,0.12378896860761879,ok
MRPL22,96,0.30544806698305255,-0.01711293627679673,0.02029839580608609,ok
MRPL24,193,0.005447915663880445,0.028454462706013067,-0.04281633433453513,ok
MRPL27,102,0.21996032352691788,0.0020363711603968958,-0.02338693220400582,ok
MRPL28,52,0.2552765255215421,-0.023427355873351215,-0.0011972991849635989,ok
MRPL3,175,0.0007587317431037088,0.010516683440123513,-0.028571249516952602,ok
MRPL32,67,0.736587686872761,0.011989100424897925,-0.024067938825003767,ok
MRPL33,150,0.7960934486069817,-0.0021399896271717296,-0.01758603736714308,ok
MRPL34,27,0.49630658011676176,-0.03172772200191247,0.0370397505732273,ok
MRPL35,171,0.9505817137944694,-0.01336191756175652,-0.004757547199365296,ok
MRPL36,189,0.8009184780388806,0.007166977946764779,0.00896233884227491,ok
MRPL37,116,0.7325724249421843,-0.014237089772953338,-0.0013549067534649184,ok
MRPL38,155,0.3441629698820201,-0.014975001619666353,-0.009331358981745239,ok
MRPL39,154,0.8258886719288898,0.00493513470640403,-0.0034962689993941476,ok
MRPL4,125,0.3894515492497895,-0.0018518833289050615,-0.03034010511172974,ok
MRPL41,69,0.5928230919573423,0.009784297791002185,-0.0003019524851140959,ok
MRPL43,95,0.08514154592372374,0.0037456932346528367,-0.04057741746317817,ok
MRPL44,73,0.07131913867768502,-0.004973140736970812,-0.03974794105128919,ok
MRPL45,179,0.2454234916385262,0.001754737429517289,-0.013802999416882365,ok
MRPL49,40,0.011670231486014595,-0.032503240502005065,-0.04061875208230974,ok
MRPL50,171,0.3651185606711705,0.012660446590290267,-0.016187850250359445,ok
MRPL51,111,0.9747133379078406,0.012686085453242686,-0.005547688755701621,ok
MRPL53,153,0.04813635370707616,-0.007447598722688065,-0.01955486174616268,ok
MRPL54,142,0.16678382234420952,-0.0006709690254909743,-0.04975926600958439,ok
MRPL55,170,0.1240212070970071,0.01704354219137729,-0.011315264667927392,ok
MRPL9,121,0.5630389182096323,0.003698489957561061,0.0009808421518927302,ok
MRPS10,121,0.12341117391772224,-0.02488755099285217,-0.03511749809868578,ok
MRPS11,95,0.511230437982537,-0.019399457431347168,0.009338917622295509,ok
MRPS12,55,0.4241446110294623,0.018041300389131307,-0.0010253941990824855,ok
MRPS14,92,0.32082700707660256,0.004014805321799288,-0.025718461379570616,ok
MRPS16,41,0.3538458704667577,-0.00862060858474896,0.01405438109716587,ok
MRPS18A,121,0.46522583406046636,-0.009548350501943074,-0.01568853959438825,ok
MRPS18B,59,0.1637885645210112,0.0018949295461729056,0.04307905697686821,ok
MRPS2,109,0.004212629052098658,-0.005287994025697721,-0.036572938436286805,ok
MRPS21,146,0.16782027917364106,0.003464519210138777,-0.015209545350111112,ok
MRPS22,165,0.7668025790635771,-0.01732655961208082,-0.002123994654112775,ok
MRPS23,119,0.4587314197137199,0.00141412303742771,-0.03504686162414587,ok
MRPS24,145,0.05902730649742748,-0.033822178031056783,0.009138268485155768,ok
MRPS25,99,0.02799163754792327,0.007898467765090903,-0.03926090072643601,ok
MRPS26,120,0.9101452197182314,0.009794034285494937,0.008389445432856926,ok
MRPS27,81,0.912945788270547,-0.015906113246356917,-0.02736927170455048,ok
MRPS28,158,0.13070516105495536,0.017253875375115198,-0.029429399542480625,ok
MRPS31,107,0.3048479710248276,-0.0039029178543181445,-0.01750745618997797,ok
MRPS34,141,0.03338518199106465,0.009439676942374374,-0.04651091915600832,ok
MRPS35,201,0.7812063160148248,0.00596552944728599,-0.013199957841421688,ok
MRPS5,73,0.5335418227701889,0.025373838060289457,0.02155262905262862,ok
MRPS6,152,0.32989295147088105,-0.015591799818847167,-0.0022424562986781624,ok
MRPS7,123,0.6726571888373782,-0.009040954856293675,-0.004760584476330071,ok
MRPS9,76,0.0366540204628201,0.03782122658838968,-0.03755095205196764,ok
MRTO4,83,0.9430245210317638,-0.0018635566041436125,-0.03219816669513505,ok
MSRB1,205,0.14735722968428186,0.01834292781329982,-0.005694651694053643,ok
MST1,134,0.3669502580818389,0.007771498680868072,-0.01206886051910825,ok
MSTO1,100,0.8162269261487377,5.259555549494074e-05,0.0023736982321902675,ok
MT2A,112,0.3934175696714715,0.0018011144599592264,-0.010387296857202598,ok
MTBP,191,4.4553346148660664e-10,-0.012603302507594064,0.0846299998566091,ok
MTG2,146,0.48590481842738054,0.013807182221933296,0.01140245096701218,ok
MTOR,101,5.062612408208052e-07,-0.05241573952222783,-0.03566901632321569,ok
MTPAP,90,0.8120307493488348,0.004492331237717157,0.014878045762456917,ok
MTRNR2L1,43,0.09916612164534797,-0.008844261724737621,-0.053135595859158585,ok
MVD,104,0.1407553872701015,0.03180822705511032,-0.008847478820059748,ok
MVK,136,0.15162713898119237,-0.024844174193769768,0.007014743058249083,ok
MYBBP1A,109,1.137433038265278e-06,-0.03806137069450506,-0.07375001026784643,ok
MYBL2,106,9.515611384240855e-11,-0.030547377804882418,-0.10861973278079087,ok
MYC,74,0.07938248707025473,-0.025344925347207763,0.01662741032267675,ok
MYCBP,208,0.21904575427671977,0.0104315566045334,-0.00891595984025205,ok
MYO1H,124,0.14887133499480792,-0.014897570535634095,0.013023299536996706,ok
MZF1,128,0.8573165420836424,0.005337309953932438,-0.007875212692403495,ok
MZT1,455,0.002543493676423181,-0.002661806274417146,0.05781226351194851,ok
N6AMT1,138,0.8099349458975602,0.00746876911274132,-0.014453439371056122,ok
NAA10,137,0.24113852712069145,-0.0129487284091036,-0.0182181933302331,ok
NAA15,128,0.005546922010708052,-0.0030997998132550556,-0.041474605197403494,ok
NAA20,182,0.00932374483442681,-0.02876437709961495,-0.011957303157381173,ok
NAA25,176,0.6473174373971788,0.00028131393106312075,-0.002346491289946122,ok
NAA35,193,0.855588742211918,-0.0057523362626915875,-0.004150535641529951,ok
NAA38,368,5.312251363858523e-25,-0.08829885024993986,-0.022329187101038005,ok
NAA50,108,0.21809380146161095,-0.01962244375469024,0.008611745095449506,ok
NACA,354,1.0387508860874447e-37,-0.07510824515995704,-0.0938400849353069,ok
NAE1,88,0.004792656949786994,0.0410662934816313,0.04371112996232663,ok
NAF1,94,0.6754381031422623,0.004629166216133244,-0.02410485215636293,ok
NAGLU,265,0.23964461146909272,0.0004182447719100306,0.013138062532869511,ok
NANOG,125,0.9218509210262769,0.03255107675245495,-0.006484473033409745,ok
NAPA,12,0.22082601504820912,0.0276872614721616,-0.016357115213809732,ok
NAPG,62,0.537777720595261,0.018353828144204616,0.02132206562489993,ok
NARS,172,1.2710047600352657e-05,-0.03715953585090041,-0.04240633382921672,ok
NASP,184,0.3046668936939668,-0.029403283756842015,-0.013238884912396692,ok
NAT10,30,0.07322131462102854,-0.012856214294505059,-0.05777240804047641,ok
NBAS,107,0.45596296829432936,-0.007877137139364873,-0.0163036883703518,ok
NBEAL1,99,0.4755843063268751,-0.013477118962181824,0.0007980629382104629,ok
NBPF12,150,0.5929867450106437,-0.003463789891838393,0.027855862864390256,ok
NBPF15,62,0.5773728142475865,-0.020985399891279257,0.005963276729738648,ok
NBPF3,133,0.011702592053539778,-0.00855647411856521,-0.035050451973584175,ok
NCAPD2,48,0.39531537824430735,-0.030938145011171723,0.013347973029940265,ok
NCAPD3,81,0.5304320910185581,-0.0033869672994433324,0.021504561690140873,ok
NCAPG,79,0.07448416491619413,0.020381547473849376,0.01842395471720292,ok
NCAPG2,84,0.1779800362560785,0.021914435301923517,-0.03953387128523832,ok
NCAPH,68,0.20739469941706945,-0.024480489353328583,-0.03920416907263327,ok
NCAPH2,143,0.40264981598274074,0.008094139250250182,0.016122011877448987,ok
NCBP1,60,0.3621848029347606,0.04011304486549494,0.037426019727856925,ok
NCBP2,992,0.8654252871183796,0.030601430523277198,0.03682380417500073,ok
NCKAP1,70,0.1231861797890485,0.05572387645835208,-0.025598097482381173,ok
NCL,298,0.22734012664931139,0.008263284852810377,-0.013988888081594972,ok
NCOA4,134,0.9841232504159982,0.007068929193554643,0.004477626905593245,ok
NDC1,39,0.458620521345783,0.037578570972161614,0.0265028714849082,ok
NDC80,214,5.248003829782894e-08,-0.05994805612955179,0.0029180706489472658,ok
NDOR1,42,0.06796366684990691,0.0018728813531139858,-0.02315031819000022,ok
NDUFA11,80,0.6053589888163686,-0.018103126277005062,0.004038498031190253,ok
NDUFA2,187,0.010093037664551602,-0.04498960247899703,0.012467298720789187,ok
NDUFA4,86,0.2750866446907963,0.00029495026130889335,-0.030138085952181832,ok
NDUFA6,169,0.8661143619741947,-0.011974896753084944,0.022795553307196174,ok
NDUFA8,109,0.6671691390944847,-0.017722560070651847,0.009711148857291178,ok
NDUFAB1,160,0.08385785368617622,-0.003801980592630063,-0.035288922925059744,ok
NDUFAF3,81,0.018807319496276467,0.0358221740104332,-0.042790484399612215,ok
NDUFAF7,18,0.5604076268500641,-0.04056355213339395,0.0207846263695236,ok
NDUFB10,154,0.40951125813637124,-0.0127920898060635,-0.022135684746147407,ok
NDUFB3,141,0.9317292105246751,0.005501902801239623,0.0051561500255519754,ok
NDUFB4,166,0.1373913969796947,0.021634737015735907,-0.024383753041942277,ok
NDUFB6,190,0.03036760977099405,0.004198947896558097,-0.03187277965854658,ok
NDUFB7,74,0.6472389531297831,0.0010060536102246762,0.03421373443456862,ok
NDUFB8,193,0.03863878563130383,-0.013658248854608685,-0.023409894367954816,ok
NDUFS3,112,0.3934175696714715,0.019111187367994942,-0.01016162244586332,ok
NDUFS5,195,0.4414987431625348,0.01385331155318725,-9.011330945075252e-05,ok
NEDD1,142,0.0004785054824342655,-0.040440351588871264,0.035714078715767726,ok
NEDD8,197,1.5615442490006743e-06,0.023654807322449255,0.12826266269101255,ok
NELFA,89,2.2136318875369553e-05,-0.023857873730460118,-0.06178331224583222,ok
NELFB,140,0.0019342906123064035,-0.00404636447179077,-0.033744205620952594,ok
NELFCD,201,0.535447436055391,-0.011961430365898097,0.009658241645643002,ok
NELFE,74,0.5166203392533814,-0.008591722407342893,-0.03352453029489082,ok
NEMF,63,0.5965881433904152,-0.02125844191196538,-0.012910583068571638,ok
NEPRO,42,0.015236474222301817,-0.05158108417069553,-0.06701806248047641,ok
NFATC2IP,118,0.4948852160849916,-0.011901709215183026,-0.019967241729911427,ok
NFKBIE,51,0.6940401105654208,-0.0003153569513677998,0.03897965575187653,ok
NFRKB,228,0.08333480589650478,0.01734801946106511,0.021008730123909546,ok
NFS1,82,0.03783261810066399,0.020621305267690064,-0.04180179378698047,ok
NFYB,28,0.1088499878846939,-0.030101567015933632,0.017175281714761688,ok
NFYC,23,0.12145757420584695,0.0218190633889732,0.0072123448622772104,ok
NHLRC2,91,0.7614124170414087,0.006573290008791647,0.0005235498252012458,ok
NHP2,66,0.39332461236962457,0.0069233195176161486,0.025645646101038748,ok
NIFK,240,7.546656138268383e-17,-0.0574230227990884,-0.07668951074451807,ok
NIP7,279,5.242721279150684e-14,-0.041331132754863484,-0.06407453961398896,ok
NISCH,144,0.16727634290760582,-0.002349870534088392,0.0281784308806347,ok
NKAP,123,0.16875240410414802,-0.04160956342702539,0.025014897318304107,ok
NLE1,413,4.70102085721491e-22,-0.057831577595473575,-0.0719939610888945,ok
NMD3,64,1.4019931538734343e-05,-0.03704410739294255,-0.07051618490912225,ok
NMT1,25,0.5054451690545645,0.03804614592949494,-0.04029880475020975,ok
NOB1,53,0.7728833296726882,-0.036443902224693736,-0.04443668290154559,ok
NOC2L,28,0.11074589376231814,-0.02588514101593363,-0.08085085587452404,ok
NOC3L,83,1.801865964207974e-05,-0.06186364533908337,-0.0717509650447736,ok
NOC4L,34,0.07358315199232736,-0.03264292654744623,-0.11549007693439797,ok
NOL10,25,0.4236790500884252,-0.03176924021450507,-0.025684214143809735,ok
NOL11,271,0.02525421469009854,-0.004228814977088085,-0.03407778131731528,ok
NOL12,93,0.0019676239381399233,-0.010465181670849146,-0.060382494137680716,ok
NOL6,114,3.113227234444344e-06,-0.04039799551292611,-0.10338811436117815,ok
NOL7,73,0.3925480894515512,0.010439526228782615,-0.046483338672028925,ok
NOL8,79,0.17123032258785256,-0.04296656031475822,-0.024507361631911008,ok
