perturbation,n_cells,target_in_subset,diag_batch_js_divergence,diag_batch_n_batches_covered,diag_batch_status,diag_batch_stratum,diag_cellcycle_g2m_score_diff,diag_cellcycle_phase_chi2_p,diag_cellcycle_phase_shifted,diag_cellcycle_s_score_diff,diag_cellcycle_status,diag_kd_ctrl_norm_mean,diag_kd_pert_norm_mean,diag_kd_residual_ratio,diag_kd_stratum,diag_status
MRPS11,95,False,0.1402482960309578,40,ok,high,0.0093389176222955,0.511230437982537,False,-0.0193994574313471,ok,,,,target_not_measured,kd_unmeasurable
MRPS12,55,False,0.1881467281930731,34,ok,high,-0.0010253941990824,0.4241446110294623,False,0.0180413003891313,ok,,,,target_not_measured,kd_unmeasurable
MRPS14,92,False,0.1330731535593373,39,ok,high,-0.0257184613795706,0.3208270070766025,False,0.0040148053217992,ok,,,,target_not_measured,kd_unmeasurable
MRPS16,41,False,0.2939576854622939,26,ok,high,0.0140543810971658,0.3538458704667577,False,-0.0086206085847489,ok,,,,target_not_measured,kd_unmeasurable
MRPS18A,121,False,0.0873447876713979,43,ok,medium,-0.0156885395943882,0.4652258340604663,False,-0.009548350501943,ok,,,,target_not_measured,kd_unmeasurable
MRPS18B,59,False,0.2599433360345351,29,ok,high,0.0430790569768682,0.1637885645210112,False,0.0018949295461729,ok,,,,target_not_measured,kd_unmeasurable
MRPS2,109,False,0.1452338868084721,38,ok,high,-0.0365729384362868,0.0042126290520986,False,-0.0052879940256977,ok,,,,target_not_measured,kd_unmeasurable
MRPS21,146,False,0.0520768637917839,47,ok,low,-0.0152095453501111,0.167820279173641,False,0.0034645192101387,ok,,,,target_not_measured,kd_unmeasurable
MRPS22,165,False,0.043475897024279,47,ok,low,-0.0021239946541127,0.7668025790635771,False,-0.0173265596120808,ok,,,,target_not_measured,kd_unmeasurable
MRPS23,119,False,0.1245675170708627,40,ok,high,-0.0350468616241458,0.4587314197137199,False,0.0014141230374277,ok,,,,target_not_measured,kd_unmeasurable
MRPS24,145,False,0.0529639650328127,47,ok,low,0.0091382684851557,0.0590273064974274,False,-0.0338221780310567,ok,,,,target_not_measured,kd_unmeasurable
MRPS25,99,False,0.1116197804569032,42,ok,medium,-0.039260900726436,0.0279916375479232,False,0.0078984677650909,ok,,,,target_not_measured,kd_unmeasurable
MRPS26,120,False,0.0820011113972781,44,ok,medium,0.0083894454328569,0.9101452197182314,False,0.0097940342854949,ok,,,,target_not_measured,kd_unmeasurable
MRPS27,81,False,0.1645519983197023,37,ok,high,-0.0273692717045504,0.912945788270547,False,-0.0159061132463569,ok,,,,target_not_measured,kd_unmeasurable
MRPS28,158,False,0.0511849666244804,47,ok,low,-0.0294293995424806,0.1307051610549553,False,0.0172538753751151,ok,,,,target_not_measured,kd_unmeasurable
MRPS31,107,False,0.1112718508806949,43,ok,medium,-0.0175074561899779,0.3048479710248276,False,-0.0039029178543181,ok,,,,target_not_measured,kd_unmeasurable
MRPS34,141,False,0.0620709857937666,46,ok,low,-0.0465109191560083,0.0333851819910646,False,0.0094396769423743,ok,,,,target_not_measured,kd_unmeasurable
MRPS35,201,True,0.0505322653250316,48,ok,low,-0.0131999578414216,0.7812063160148248,False,0.0059655294472859,ok,1.1366257608899912,0.0886762765740073,0.0780171272069117,strong,full
MRPS5,73,False,0.17830732584421,36,ok,high,0.0215526290526286,0.5335418227701889,False,0.0253738380602894,ok,,,,target_not_measured,kd_unmeasurable
MRPS6,152,False,0.0755295528908995,46,ok,medium,-0.0022424562986781,0.329892951470881,False,-0.0155917998188471,ok,,,,target_not_measured,kd_unmeasurable
MRPS7,123,False,0.0819870823244343,44,ok,medium,-0.00476058447633,0.6726571888373782,False,-0.0090409548562936,ok,,,,target_not_measured,kd_unmeasurable
MRPS9,76,False,0.1858013149077937,35,ok,high,-0.0375509520519676,0.0366540204628201,False,0.0378212265883896,ok,,,,target_not_measured,kd_unmeasurable
MRTO4,83,False,0.1059112782854243,41,ok,medium,-0.032198166695135,0.9430245210317638,False,-0.0018635566041436,ok,,,,target_not_measured,kd_unmeasurable
MSRB1,205,False,0.0535499870020694,46,ok,low,-0.0056946516940536,0.1473572296842818,False,0.0183429278132998,ok,,,,target_not_measured,kd_unmeasurable
MST1,134,False,0.0602958566595941,47,ok,low,-0.0120688605191082,0.3669502580818389,False,0.007771498680868,ok,,,,target_not_measured,kd_unmeasurable
MSTO1,100,False,0.0713310018142239,45,ok,medium,0.0023736982321902,0.8162269261487377,False,5.259555549494074e-05,ok,,,,target_not_measured,kd_unmeasurable
MT2A,112,False,0.112276071516116,42,ok,medium,-0.0103872968572025,0.3934175696714715,False,0.0018011144599592,ok,,,,target_not_measured,kd_unmeasurable
MTBP,191,False,0.04675685851072,47,ok,low,0.0846299998566091,4.4553346148660664e-10,True,-0.012603302507594,ok,,,,target_not_measured,kd_unmeasurable
MTG2,146,False,0.0636962508173682,46,ok,medium,0.0114024509670121,0.4859048184273805,False,0.0138071822219332,ok,,,,target_not_measured,kd_unmeasurable
MTOR,101,False,0.0689098353707952,46,ok,medium,-0.0356690163232156,5.062612408208052e-07,True,-0.0524157395222278,ok,,,,target_not_measured,kd_unmeasurable
MTPAP,90,False,0.1331700015813285,40,ok,high,0.0148780457624569,0.8120307493488348,False,0.0044923312377171,ok,,,,target_not_measured,kd_unmeasurable
MTRNR2L1,43,False,0.2576725494391393,30,ok,high,-0.0531355958591585,0.0991661216453479,False,-0.0088442617247376,ok,,,,target_not_measured,kd_unmeasurable
MVD,104,False,0.1388719634312546,39,ok,high,-0.0088474788200597,0.1407553872701015,False,0.0318082270551103,ok,,,,target_not_measured,kd_unmeasurable
MVK,136,False,0.0484443344764594,47,ok,low,0.007014743058249,0.1516271389811923,False,-0.0248441741937697,ok,,,,target_not_measured,kd_unmeasurable
MYBBP1A,109,False,0.1202864900600499,41,ok,medium,-0.0737500102678464,1.137433038265278e-06,True,-0.038061370694505,ok,,,,target_not_measured,kd_unmeasurable
MYBL2,106,False,0.1102837306109845,42,ok,medium,-0.1086197327807908,9.515611384240855e-11,True,-0.0305473778048824,ok,,,,target_not_measured,kd_unmeasurable
MYC,74,False,0.1627606632474722,36,ok,high,0.0166274103226767,0.0793824870702547,False,-0.0253449253472077,ok,,,,target_not_measured,kd_unmeasurable
MYCBP,208,True,0.0381013883037578,47,ok,low,-0.008915959840252,0.2190457542767197,False,0.0104315566045334,ok,1.2988798848130405,0.2136951014338055,0.1645226043858279,strong,full
MYO1H,124,False,0.0690743702094213,45,ok,medium,0.0130232995369967,0.1488713349948079,False,-0.014897570535634,ok,,,,target_not_measured,kd_unmeasurable
MZF1,128,False,0.0646013935219572,48,ok,medium,-0.0078752126924034,0.8573165420836424,False,0.0053373099539324,ok,,,,target_not_measured,kd_unmeasurable
MZT1,455,True,0.0240335115972048,48,ok,low,0.0578122635119485,0.0025434936764231,False,-0.0026618062744171,ok,1.480377064048063,0.1598228524924591,0.1079609083211723,strong,full
N6AMT1,138,False,0.0532548261702638,46,ok,low,-0.0144534393710561,0.8099349458975602,False,0.0074687691127413,ok,,,,target_not_measured,kd_unmeasurable
NAA10,137,False,0.1102406479811407,42,ok,medium,-0.0182181933302331,0.2411385271206914,False,-0.0129487284091036,ok,,,,target_not_measured,kd_unmeasurable
NAA15,128,False,0.0771537531204868,44,ok,medium,-0.0414746051974034,0.005546922010708,False,-0.003099799813255,ok,,,,target_not_measured,kd_unmeasurable
NAA20,182,False,0.0553291274357111,46,ok,low,-0.0119573031573811,0.0093237448344268,False,-0.0287643770996149,ok,,,,target_not_measured,kd_unmeasurable
NAA25,176,False,0.0449645342084374,47,ok,low,-0.0023464912899461,0.6473174373971788,False,0.0002813139310631,ok,,,,target_not_measured,kd_unmeasurable
NAA35,193,False,0.0446975798674422,47,ok,low,-0.0041505356415299,0.855588742211918,False,-0.0057523362626915,ok,,,,target_not_measured,kd_unmeasurable
NAA38,368,True,0.0282341728133896,48,ok,low,-0.022329187101038,5.312251363858523e-25,True,-0.0882988502499398,ok,0.7741518350434001,0.6226405931083153,0.804287434225883,weak,full
NAA50,108,False,0.1015825336882682,42,ok,medium,0.0086117450954495,0.2180938014616109,False,-0.0196224437546902,ok,,,,target_not_measured,kd_unmeasurable
NACA,354,True,0.0307874519396317,48,ok,low,-0.0938400849353069,1.0387508860874449e-37,True,-0.075108245159957,ok,17.219551596773517,3.1681228197333877,0.1839840487093176,strong,full
NAE1,88,False,0.1176415382094139,41,ok,medium,0.0437111299623266,0.0047926569497869,False,0.0410662934816313,ok,,,,target_not_measured,kd_unmeasurable
NAF1,94,False,0.139628240733837,40,ok,high,-0.0241048521563629,0.6754381031422623,False,0.0046291662161332,ok,,,,target_not_measured,kd_unmeasurable
NAGLU,265,False,0.0439191144189543,48,ok,low,0.0131380625328695,0.2396446114690927,False,0.00041824477191,ok,,,,target_not_measured,kd_unmeasurable
NANOG,125,False,0.0680707865855246,45,ok,medium,-0.0064844730334097,0.9218509210262767,False,0.0325510767524549,ok,,,,target_not_measured,kd_unmeasurable
NAPA,12,False,0.5820251308563504,11,ok,high,-0.0163571152138097,0.2208260150482091,False,0.0276872614721616,ok,,,,target_not_measured,kd_unmeasurable
NAPG,62,False,0.1777928885781013,36,ok,high,0.0213220656248999,0.537777720595261,False,0.0183538281442046,ok,,,,target_not_measured,kd_unmeasurable
NARS,172,False,0.0493131959953428,46,ok,low,-0.0424063338292167,1.2710047600352656e-05,True,-0.0371595358509004,ok,,,,target_not_measured,kd_unmeasurable
NASP,184,True,0.0533662437642368,47,ok,low,-0.0132388849123966,0.3046668936939668,False,-0.029403283756842,ok,6.244291029728644,1.7441895278728878,0.2793254701885163,medium,full
NAT10,30,False,0.3565645461724717,22,ok,high,-0.0577724080404764,0.0732213146210285,False,-0.012856214294505,ok,,,,target_not_measured,kd_unmeasurable
NBAS,107,False,0.108316073792705,43,ok,medium,-0.0163036883703518,0.4559629682943293,False,-0.0078771371393648,ok,,,,target_not_measured,kd_unmeasurable
NBEAL1,99,False,0.0954236418973961,42,ok,medium,0.0007980629382104,0.4755843063268751,False,-0.0134771189621818,ok,,,,target_not_measured,kd_unmeasurable
NBPF12,150,False,0.0505170793224376,47,ok,low,0.0278558628643902,0.5929867450106437,False,-0.0034637898918383,ok,,,,target_not_measured,kd_unmeasurable
NBPF15,62,False,0.1519188726610109,37,ok,high,0.0059632767297386,0.5773728142475865,False,-0.0209853998912792,ok,,,,target_not_measured,kd_unmeasurable
NBPF3,133,False,0.0649229817383137,46,ok,medium,-0.0350504519735841,0.0117025920535397,False,-0.0085564741185652,ok,,,,target_not_measured,kd_unmeasurable
NCAPD2,48,False,0.2226327706385731,31,ok,high,0.0133479730299402,0.3953153782443073,False,-0.0309381450111717,ok,,,,target_not_measured,kd_unmeasurable
NCAPD3,81,False,0.1459989858683461,39,ok,high,0.0215045616901408,0.5304320910185581,False,-0.0033869672994433,ok,,,,target_not_measured,kd_unmeasurable
NCAPG,79,False,0.1151208382666306,41,ok,medium,0.0184239547172029,0.0744841649161941,False,0.0203815474738493,ok,,,,target_not_measured,kd_unmeasurable
NCAPG2,84,False,0.1262238497875559,41,ok,high,-0.0395338712852383,0.1779800362560785,False,0.0219144353019235,ok,,,,target_not_measured,kd_unmeasurable
NCAPH,68,False,0.1341824998533208,38,ok,high,-0.0392041690726332,0.2073946994170694,False,-0.0244804893533285,ok,,,,target_not_measured,kd_unmeasurable
NCAPH2,143,False,0.0536872687651485,48,ok,low,0.0161220118774489,0.4026498159827407,False,0.0080941392502501,ok,,,,target_not_measured,kd_unmeasurable
NCBP1,60,False,0.1963780754049033,33,ok,high,0.0374260197278569,0.3621848029347606,False,0.0401130448654949,ok,,,,target_not_measured,kd_unmeasurable
NCBP2,992,True,0.0080658974976611,48,ok,low,0.0368238041750007,0.8654252871183796,False,0.0306014305232771,ok,0.7328668827078272,0.2546260524616455,0.347438339034836,medium,full
NCKAP1,70,False,0.2341328049288806,31,ok,high,-0.0255980974823811,0.1231861797890485,False,0.055723876458352,ok,,,,target_not_measured,kd_unmeasurable
NCL,298,True,0.0266744183160072,48,ok,low,-0.0139888880815949,0.2273401266493113,False,0.0082632848528103,ok,19.16982955041552,11.216693530665946,0.5851222360202372,weak,full
NCOA4,134,False,0.0677678296421449,46,ok,medium,0.0044776269055932,0.9841232504159982,False,0.0070689291935546,ok,,,,target_not_measured,kd_unmeasurable
NDC1,39,False,0.3627637211168756,23,ok,high,0.0265028714849082,0.458620521345783,False,0.0375785709721616,ok,,,,target_not_measured,kd_unmeasurable
NDC80,214,False,0.0472932817251685,47,ok,low,0.0029180706489472,5.2480038297828943e-08,True,-0.0599480561295517,ok,,,,target_not_measured,kd_unmeasurable
NDOR1,42,False,0.29888543124322,27,ok,high,-0.0231503181900002,0.0679636668499069,False,0.0018728813531139,ok,,,,target_not_measured,kd_unmeasurable
NDUFA11,80,False,0.1382536586383864,38,ok,high,0.0040384980311902,0.6053589888163686,False,-0.018103126277005,ok,,,,target_not_measured,kd_unmeasurable
NDUFA2,187,True,0.0564225224475768,46,ok,low,0.0124672987207891,0.0100930376645516,False,-0.044989602478997,ok,1.589156081478191,0.6565962805865967,0.4131729338856685,medium,full
NDUFA4,86,False,0.1226872087773526,41,ok,high,-0.0301380859521818,0.2750866446907963,False,0.0002949502613088,ok,,,,target_not_measured,kd_unmeasurable
NDUFA6,169,False,0.0688385953479979,45,ok,medium,0.0227955533071961,0.8661143619741947,False,-0.0119748967530849,ok,,,,target_not_measured,kd_unmeasurable
NDUFA8,109,False,0.0970090934736579,43,ok,medium,0.0097111488572911,0.6671691390944847,False,-0.0177225600706518,ok,,,,target_not_measured,kd_unmeasurable
NDUFAB1,160,True,0.0756161180393707,45,ok,medium,-0.0352889229250597,0.0838578536861762,False,-0.00380198059263,ok,4.470597360170537,0.7307222460998476,0.1634506951151542,strong,full
NDUFAF3,81,False,0.1585950550660504,38,ok,high,-0.0427904843996122,0.0188073194962764,False,0.0358221740104332,ok,,,,target_not_measured,kd_unmeasurable
NDUFAF7,18,False,0.4401214050715987,17,ok,high,0.0207846263695236,0.5604076268500641,False,-0.0405635521333939,ok,,,,target_not_measured,kd_unmeasurable
NDUFB10,154,True,0.0861060763019409,45,ok,medium,-0.0221356847461474,0.4095112581363712,False,-0.0127920898060635,ok,3.9261006595212664,0.2050367634425036,0.0522240210386009,strong,full
NDUFB3,141,False,0.0639908284849788,46,ok,medium,0.0051561500255519,0.9317292105246752,False,0.0055019028012396,ok,,,,target_not_measured,kd_unmeasurable
NDUFB4,166,False,0.0928662850101224,45,ok,medium,-0.0243837530419422,0.1373913969796947,False,0.0216347370157359,ok,,,,target_not_measured,kd_unmeasurable
NDUFB6,190,True,0.0314832959691041,48,ok,low,-0.0318727796585465,0.030367609770994,False,0.004198947896558,ok,1.576443581139992,0.1258526615890986,0.0798332798552101,strong,full
NDUFB7,74,False,0.1712591264197892,37,ok,high,0.0342137344345686,0.6472389531297831,False,0.0010060536102246,ok,,,,target_not_measured,kd_unmeasurable
NDUFB8,193,True,0.0627810619114514,47,ok,low,-0.0234098943679548,0.0386387856313038,False,-0.0136582488546086,ok,1.851385465495202,0.0899776211938738,0.0486001553273547,strong,full
NDUFS3,112,False,0.0953129241515769,43,ok,medium,-0.0101616224458633,0.3934175696714715,False,0.0191111873679949,ok,,,,target_not_measured,kd_unmeasurable
NDUFS5,195,True,0.0564200722319382,47,ok,low,-9.011330945075252e-05,0.4414987431625348,False,0.0138533115531872,ok,8.732756280815389,3.940108993266743,0.4511873303876116,medium,full
NEDD1,142,False,0.0431421081957395,48,ok,low,0.0357140787157677,0.0004785054824342,False,-0.0404403515888712,ok,,,,target_not_measured,kd_unmeasurable
NEDD8,197,True,0.049160395006799,47,ok,low,0.1282626626910125,1.5615442490006743e-06,True,0.0236548073224492,ok,4.7336353781344,0.3320481321143437,0.0701465376163402,strong,full
NELFA,89,False,0.1287941850499603,41,ok,high,-0.0617833122458322,2.2136318875369553e-05,True,-0.0238578737304601,ok,,,,target_not_measured,kd_unmeasurable
NELFB,140,False,0.1017301128821355,43,ok,medium,-0.0337442056209525,0.0019342906123064,False,-0.0040463644717907,ok,,,,target_not_measured,kd_unmeasurable
NELFCD,201,False,0.0649445554470392,47,ok,medium,0.009658241645643,0.535447436055391,False,-0.011961430365898,ok,,,,target_not_measured,kd_unmeasurable
NELFE,74,False,0.1305802671955387,40,ok,high,-0.0335245302948908,0.5166203392533814,False,-0.0085917224073428,ok,,,,target_not_measured,kd_unmeasurable
NEMF,63,False,0.1826726584203132,35,ok,high,-0.0129105830685716,0.5965881433904152,False,-0.0212584419119653,ok,,,,target_not_measured,kd_unmeasurable
NEPRO,42,False,0.2753452070139666,27,ok,high,-0.0670180624804764,0.0152364742223018,False,-0.0515810841706955,ok,,,,target_not_measured,kd_unmeasurable
NFATC2IP,118,False,0.0755121302562952,45,ok,medium,-0.0199672417299114,0.4948852160849916,False,-0.011901709215183,ok,,,,target_not_measured,kd_unmeasurable
NFKBIE,51,False,0.2336054574590366,31,ok,high,0.0389796557518765,0.6940401105654208,False,-0.0003153569513677,ok,,,,target_not_measured,kd_unmeasurable
NFRKB,228,False,0.0336713025696549,48,ok,low,0.0210087301239095,0.0833348058965047,False,0.0173480194610651,ok,,,,target_not_measured,kd_unmeasurable
NFS1,82,False,0.1670966763570923,37,ok,high,-0.0418017937869804,0.0378326181006639,False,0.02062130526769,ok,,,,target_not_measured,kd_unmeasurable
NFYB,28,False,0.4600495197636761,17,ok,high,0.0171752817147616,0.1088499878846939,False,-0.0301015670159336,ok,,,,target_not_measured,kd_unmeasurable
NFYC,23,False,0.4267407609239118,19,ok,high,0.0072123448622772,0.1214575742058469,False,0.0218190633889732,ok,,,,target_not_measured,kd_unmeasurable
NHLRC2,91,False,0.1109208055561986,42,ok,medium,0.0005235498252012,0.7614124170414087,False,0.0065732900087916,ok,,,,target_not_measured,kd_unmeasurable
NHP2,66,False,0.1458806028358567,38,ok,high,0.0256456461010387,0.3933246123696245,False,0.0069233195176161,ok,,,,target_not_measured,kd_unmeasurable
NIFK,240,True,0.0363628518223399,47,ok,low,-0.076689510744518,7.546656138268383e-17,True,-0.0574230227990884,ok,1.749968839528116,0.1919360680667839,0.1096797061361047,strong,full
NIP7,279,True,0.0244773723012847,48,ok,low,-0.0640745396139889,5.2427212791506846e-14,True,-0.0413311327548634,ok,1.254080647652715,0.2122756335803906,0.1692679286437524,strong,full
NISCH,144,False,0.0591713772640514,46,ok,low,0.0281784308806347,0.1672763429076058,False,-0.0023498705340883,ok,,,,target_not_measured,kd_unmeasurable
NKAP,123,False,0.0903510723220239,44,ok,medium,0.0250148973183041,0.168752404104148,False,-0.0416095634270253,ok,,,,target_not_measured,kd_unmeasurable
NLE1,413,False,0.0141863075236559,48,ok,low,-0.0719939610888945,4.701020857214909e-22,True,-0.0578315775954735,ok,,,,target_not_measured,kd_unmeasurable
NMD3,64,False,0.1761654528906112,36,ok,high,-0.0705161849091222,1.4019931538734345e-05,True,-0.0370441073929425,ok,,,,target_not_measured,kd_unmeasurable
NMT1,25,False,0.36993657875916,21,ok,high,-0.0402988047502097,0.5054451690545645,False,0.0380461459294949,ok,,,,target_not_measured,kd_unmeasurable
NOB1,53,False,0.2573468027063404,30,ok,high,-0.0444366829015455,0.7728833296726882,False,-0.0364439022246937,ok,,,,target_not_measured,kd_unmeasurable
NOC2L,28,False,0.2694120801967791,26,ok,high,-0.080850855874524,0.1107458937623181,False,-0.0258851410159336,ok,,,,target_not_measured,kd_unmeasurable
NOC3L,83,False,0.1317432169713749,39,ok,high,-0.0717509650447736,1.801865964207974e-05,True,-0.0618636453390833,ok,,,,target_not_measured,kd_unmeasurable
NOC4L,34,False,0.3976269380191171,20,ok,high,-0.1154900769343979,0.0735831519923273,False,-0.0326429265474462,ok,,,,target_not_measured,kd_unmeasurable
NOL10,25,False,0.4094295614387942,19,ok,high,-0.0256842141438097,0.4236790500884252,False,-0.031769240214505,ok,,,,target_not_measured,kd_unmeasurable
NOL11,271,True,0.0493949533315678,47,ok,low,-0.0340777813173152,0.0252542146900985,False,-0.004228814977088,ok,1.3119234269688194,0.2029131915434728,0.1546684717813912,strong,full
NOL12,93,False,0.1826860131623641,37,ok,high,-0.0603824941376807,0.0019676239381399,False,-0.0104651816708491,ok,,,,target_not_measured,kd_unmeasurable
NOL6,114,False,0.1058708259306267,42,ok,medium,-0.1033881143611781,3.113227234444344e-06,True,-0.0403979955129261,ok,,,,target_not_measured,kd_unmeasurable
NOL7,73,False,0.125549978019619,41,ok,high,-0.0464833386720289,0.3925480894515512,False,0.0104395262287826,ok,,,,target_not_measured,kd_unmeasurable
NOL8,79,False,0.1330555652417911,39,ok,high,-0.024507361631911,0.1712303225878525,False,-0.0429665603147582,ok,,,,target_not_measured,kd_unmeasurable
NOL9,33,False,0.3065469213198464,25,ok,high,-0.0409221208880521,0.8286548117586799,False,-0.007123761694505,ok,,,,target_not_measured,kd_unmeasurable
NOLC1,119,False,0.1162086092549631,43,ok,medium,0.0046984967103213,0.5336109413211022,False,0.0098884381529739,ok,,,,target_not_measured,kd_unmeasurable
NOM1,80,False,0.1420960790041636,38,ok,high,-0.0702084194563097,2.1024099315474245e-05,True,-0.026793763099505,ok,,,,target_not_measured,kd_unmeasurable
NOMO3,191,False,0.0555481617783531,47,ok,low,0.0119290363895933,0.5381529135525551,False,0.0220368777034006,ok,,,,target_not_measured,kd_unmeasurable
NOP10,147,False,0.0745736909390163,46,ok,medium,-0.0381112234084628,0.4524080287841444,False,-0.0073361848693349,ok,,,,target_not_measured,kd_unmeasurable
NOP14,47,False,0.2224120044219359,31,ok,high,-0.0759430300929161,0.3574847087760651,False,-0.0234903516093986,ok,,,,target_not_measured,kd_unmeasurable
NOP16,149,False,0.0553852832525403,46,ok,low,-0.0919024785725345,7.245130359216148e-07,True,-0.0307232857166527,ok,,,,target_not_measured,kd_unmeasurable
NOP2,58,False,0.203416279330434,32,ok,high,-0.1288816394120856,2.6460038309851257e-11,True,-0.041597992132436,ok,,,,target_not_measured,kd_unmeasurable
NOP56,99,False,0.1319525321827381,41,ok,high,0.0143054108715437,0.8112250333363944,False,-0.006448460304606,ok,,,,target_not_measured,kd_unmeasurable
NOP58,55,False,0.1883931139227311,35,ok,high,-0.0838328727001733,0.0003959664974252,False,-0.047512948694505,ok,,,,target_not_measured,kd_unmeasurable
NOP9,78,False,0.1288381313640025,40,ok,high,0.0169717612759338,0.6153477368144116,False,-0.0129585817534794,ok,,,,target_not_measured,kd_unmeasurable
NOS1AP,54,False,0.2240958963086622,32,ok,high,0.0064271741102643,0.4365973486735588,False,-0.0311090291019124,ok,,,,target_not_measured,kd_unmeasurable
NPAT,21,False,0.4230416638233427,18,ok,high,-0.0545296435590478,0.5165643259245392,False,0.0429023421150187,ok,,,,target_not_measured,kd_unmeasurable
NPB,196,False,0.0749081673295669,46,ok,medium,-0.0163165822148301,0.5137914345425761,False,0.0043392013890153,ok,,,,target_not_measured,kd_unmeasurable
NPEPPS,153,False,0.0846194440437424,45,ok,medium,0.0107720530870399,0.1188856646752025,False,0.0052779375283707,ok,,,,target_not_measured,kd_unmeasurable
NPLOC4,60,False,0.1575738363905342,37,ok,high,-0.1395697277509764,1.502265282854636e-16,True,-0.1092131475078383,ok,,,,target_not_measured,kd_unmeasurable
NPM1,27,False,0.3914716092695554,20,ok,high,-0.0460609896119578,0.1727254665468955,False,0.0215532912684579,ok,,,,target_not_measured,kd_unmeasurable
NPM3,62,False,0.1845663648141546,34,ok,high,-0.0284850251347774,0.8960751420377361,False,0.0017771735796884,ok,,,,target_not_measured,kd_unmeasurable
NR2C2AP,86,False,0.155126597417341,37,ok,high,0.0057370549629344,0.8826084400421359,False,0.0040603908613088,ok,,,,target_not_measured,kd_unmeasurable
NRBP1,63,False,0.1591955534386456,36,ok,high,-0.0675498728409526,0.037572943299203,False,-0.0129379417246637,ok,,,,target_not_measured,kd_unmeasurable
NRDE2,504,False,0.0136625363017378,48,ok,low,-0.0148683524914684,2.3037472777652313e-15,True,-0.0579088519488106,ok,,,,target_not_measured,kd_unmeasurable
NRF1,71,False,0.1809815776814172,35,ok,high,-0.0193591707567674,0.0483765969105198,False,0.0791061686857766,ok,,,,target_not_measured,kd_unmeasurable
NSA2,114,False,0.0595738906412363,45,ok,low,-0.0255836218717044,0.4197572404400153,False,0.0056461525028633,ok,,,,target_not_measured,kd_unmeasurable
NSF,165,False,0.0492571583990904,48,ok,low,0.0042319045586145,0.7753092904017935,False,0.0069543040557979,ok,,,,target_not_measured,kd_unmeasurable
NSL1,72,False,0.1591511138792953,36,ok,high,-0.0505942550568652,0.0959777267811237,False,-0.0015164227136439,ok,,,,target_not_measured,kd_unmeasurable
NSMCE1,61,False,0.1729695562445309,35,ok,high,0.0125421385689771,0.928791773683736,False,0.0006887696169703,ok,,,,target_not_measured,kd_unmeasurable
NSMCE2,118,False,0.0732857955139541,46,ok,medium,-0.0004925203231317,0.670560949360987,False,-0.0089633191402677,ok,,,,target_not_measured,kd_unmeasurable
NSRP1,237,False,0.0423636190410573,47,ok,low,0.0012056632015911,1.030004441269427e-09,True,-0.0761500894759396,ok,,,,target_not_measured,kd_unmeasurable
NSUN4,156,False,0.0538207471633723,45,ok,low,-0.0118774172984251,0.8200247237884972,False,0.0032270576952385,ok,,,,target_not_measured,kd_unmeasurable
NUBP1,152,False,0.0706144428545842,46,ok,medium,-0.0515295365605202,0.0038417014044037,False,0.0314251087035212,ok,,,,target_not_measured,kd_unmeasurable
NUBP2,153,False,0.087029389693017,45,ok,medium,0.0074835933211575,0.8280281685280255,False,0.0031237823854949,ok,,,,target_not_measured,kd_unmeasurable
NUDC,117,False,0.0770433044013704,44,ok,medium,-0.0196003094856046,0.1089255740419834,False,-0.0026625601047614,ok,,,,target_not_measured,kd_unmeasurable
NUDCD3,112,False,0.111456813317683,42,ok,medium,0.0621969878576188,0.2931717631813464,False,-0.0069020006530586,ok,,,,target_not_measured,kd_unmeasurable
NUDT21,67,False,0.1033712253722605,40,ok,medium,-0.0351094238041082,0.0002440430661402,False,-0.0583532695004752,ok,,,,target_not_measured,kd_unmeasurable
NUF2,503,False,0.0187469997708065,48,ok,low,-0.0104460124296149,2.8488104095766885e-10,True,-0.0442883483590179,ok,,,,target_not_measured,kd_unmeasurable
NUFIP1,63,False,0.1856809232878604,35,ok,high,-0.0336777663685716,0.0427493394302974,False,-0.0295454178495844,ok,,,,target_not_measured,kd_unmeasurable
NUMA1,284,False,0.0386823337011929,47,ok,low,0.0202795801893592,0.6886106924697206,False,-0.0052415938263712,ok,,,,target_not_measured,kd_unmeasurable
NUP107,316,True,0.0211919488451879,48,ok,low,-0.0107506935267844,5.995972671677986e-14,True,-0.063390551255486,ok,0.9698255807878668,0.2840783488199684,0.2929169475909152,medium,full
NUP133,79,False,0.1792207913095028,37,ok,high,-0.0445996149562148,0.0374600193957325,False,-0.0278550368147582,ok,,,,target_not_measured,kd_unmeasurable
NUP153,86,False,0.1583447204211281,37,ok,high,-0.0146273876335771,0.8601172643759345,False,-0.0009825904270632,ok,,,,target_not_measured,kd_unmeasurable
NUP155,7,False,,7,insufficient,undefined,,,False,,insufficient,,,,target_not_measured,insufficient
NUP160,291,False,0.0228696596004257,48,ok,low,0.0116834003138534,2.1608268096369085e-07,True,-0.0552793223969105,ok,,,,target_not_measured,kd_unmeasurable
NUP205,735,True,0.0130299035152099,48,ok,low,0.0107820273676596,0.2895047467378094,False,-0.0139861363544234,ok,0.7097665429644492,0.4611666541524081,0.6497441429491373,weak,full
NUP214,132,False,0.0519793437947314,47,ok,low,0.0124541028308872,0.1936631307917186,False,-0.0230476579801111,ok,,,,target_not_measured,kd_unmeasurable
